"name,value_euro,age,overall_rating"
"P. Polczak,250000,32,63"
"A. Sharahili,450000,24,63"
"T. Schilk,375000,26,63"
"K. Despodov,550000,22,63"
"A. Danch,270000,31,63"
"J. Flores,525000,23,63"
"J. Konings,600000,20,63"
"N. Fujita,325000,31,63"
"J. McNerney,325000,29,63"
"Choi Jae Soo,80000,35,63"
"O. Tounkara,375000,28,63"
"J. Rodríguez,450000,25,63"
"R. Taillan,375000,26,63"
"A. Georgiou,650000,22,63"
"J. Barny,375000,29,63"
"A. Chambers,120000,38,63"
"J. Piroe,775000,19,63"
"R. Lemus,425000,27,63"
"M. Pinnock,500000,24,63"
"B. Sekulić,350000,27,63"
"C. Andrew,325000,32,63"
"A. McEneff,550000,23,63"
"Tan Tiancheng,425000,27,63"
"E. Marxen,300000,28,63"
"P. Jones,210000,32,63"
"A. Al Mazaidi,210000,33,63"
"R. Nilsson,350000,30,63"
"M. Bartley,325000,32,63"
"M. Grösch,425000,25,63"
"S. Laird,270000,30,63"
"R. Tapia,500000,24,63"
"Isi,500000,23,63"
"S. Braun,290000,30,63"
"B. Körk,20000,38,63"
"L. O'Neill,350000,27,63"
"A. Redmayne,250000,30,63"
"O. Sissoko,240000,31,63"
"A. Kubalas,375000,27,63"
"Pedro Díaz,625000,20,63"
"F. Krogstad,525000,23,63"
"I. Pękalski,375000,28,63"
"N. Rehnen,500000,22,63"
"J. Yates,525000,22,63"
"T. Bröker,220000,34,63"
"P. Diouf,375000,29,63"
"A. Gabrielli,375000,26,63"
"I. Twum,700000,21,63"
"J. Bataille,650000,19,63"
"S. Perisan,425000,21,63"
"J. Garner,650000,17,63"
"L. Ndao,500000,24,63"
"M. Königs,375000,29,63"
"T. Kruse,90000,36,63"
"C. McFadzean,375000,25,63"
"Vallès,375000,29,63"
"C. Lakin,775000,19,63"
"S. Reddemann,450000,22,63"
"A. Akkaynak,775000,20,63"
"M. Timlin,220000,33,63"
"J. Tjørnelund,350000,27,63"
"S. Murray,475000,25,63"
"A. Diop,425000,27,63"
"Mario González,550000,23,63"
"I. Quílez,290000,29,63"
"Guerrero,625000,17,63"
"H. Ekstein,375000,28,63"
"B. Sørmo,475000,22,63"
"B. Traoré,350000,25,63"
"N. Danns,150000,36,63"
"S. Coulibaly,550000,22,63"
"T. Salquist,425000,23,63"
"Thiago Xavier,110000,35,63"
"S. Kind Mikalsen,475000,25,63"
"M. Vandevoordt,600000,17,63"
"P. Dárdai,800000,19,63"
"Diogo Calila,550000,20,63"
"A. Elogo,500000,23,63"
"Y. Quiñones,290000,30,63"
"D. Oldaker,550000,20,63"
"S. Jackson,325000,31,63"
"D. Slamar,450000,24,63"
"G. Singh Sandhu,,27,63"
"G. Nilsson,600000,21,63"
"S. Kamata,280000,29,63"
"M. Rasner,475000,23,63"
"S. McCartan,500000,24,63"
"L. Sörensen,675000,19,63"
"D. Baumgartner,450000,22,63"
"M. Al Najrani,450000,26,63"
"S. Callegari,500000,22,63"
"D. Grainger,240000,32,63"
"N. Adams,240000,32,63"
"L. Lämmel,575000,21,63"
"Kim Hyun,500000,25,63"
"F. Schubert,525000,24,63"
"A. Marino,290000,30,63"
"L. Sapetti,280000,30,63"
"Y. Dhanda,800000,20,63"
"Lee Woo Hyeok,450000,26,63"
"Liu Yiming,450000,24,63"
"J. Davenport,725000,20,63"
"B. Saavedra,550000,21,63"
"O. Bernal,425000,23,63"
"M. Camara,725000,21,63"
"I. Govea,500000,22,63"
"H. Miyazawa,350000,29,63"
"L. Fomba,725000,21,63"
"K. Burger,425000,23,63"
"M. Ihattaren,800000,17,63"
"M. Kuzmanović,500000,22,63"
"R. Moon,600000,22,63"
"T. Blomeyer,475000,22,63"
"M. Al Furayj,240000,30,63"
"A. Ivačič,350000,25,63"
"H. Sy,450000,22,63"
"D. Fox,425000,24,63"
"A. Al Habib,375000,26,63"
"Uxío,400000,28,63"
"F. Nadalín,550000,21,63"
"Caio César,475000,23,63"
"A. Sheehan,250000,32,63"
"Quintillá,450000,22,63"
"G. Williams,500000,23,63"
"M. Tóth,250000,32,63"
"A. Fisher,375000,28,63"
"G. Karlen,500000,24,63"
"G. Somi,350000,27,63"
"Joan Monterde,600000,21,63"
"A. Romero,500000,23,63"
"Juan Delgado,500000,25,63"
"K. Müller,300000,28,63"
"Álex Menéndez,350000,27,63"
"Clemente,725000,20,63"
"Kim Seon Woo,450000,25,63"
"M. Palacios,625000,22,63"
"K. Toner,525000,22,63"
"R. Espejord,575000,23,63"
"M. Koj,400000,25,63"
"L. Casanova,375000,26,63"
"Yu Ji Hoon,270000,30,63"
"João Rodrigues,500000,24,63"
"C. Krempicki,500000,24,63"
"G. Nutz,475000,25,63"
"R. Peiponen,450000,21,63"
"A. Jagiełło,500000,24,63"
"M. Harrer,425000,26,63"
"D. Watari,475000,25,63"
"Carlos Miguel,525000,22,63"
"W. Janssens,500000,23,63"
"M. Akan,400000,24,63"
"D. Widemann,525000,22,63"
"C. Senior,600000,21,63"
"D. MacKinnon,210000,33,63"
"A. Al Owayshir,290000,27,63"
"B. Alston,425000,26,63"
"A. Soumaoro,450000,22,63"
"O. Shodipo,625000,21,63"
"K. Lulić,500000,22,63"
"M. Mikkelsen,290000,32,63"
"R. Mukiibi,350000,27,63"
"A. Al Khaibari,300000,29,63"
"M. Söderqvist,475000,26,63"
"M. D'Arpino,575000,22,63"
"N. Ependi,300000,27,63"
"L. Carillo,450000,22,63"
"A. Mandrea,375000,22,63"
"N. Flø,400000,23,63"
"M. Ziereis,475000,26,63"
"L. John-Lewis,375000,29,63"
"F. Weber,425000,24,63"
"R. Chávez,140000,34,63"
"H. Tijanovich,575000,23,63"
"Luo Senwen,450000,26,63"
"M. Moström,160000,36,63"
"F. Crisanto,300000,28,63"
"M. Nazarit,725000,20,63"
"Miquel Parera,375000,22,63"
"PC,425000,24,63"
"N. Brandenburger,425000,24,63"
"C. Howieson,,24,63"
"T. Cywka,270000,30,63"
"T. Thomas,475000,23,63"
"J. Fabri,350000,25,63"
"G. Sawyer,200000,33,63"
"F. Evina,725000,18,63"
"Jauregi,525000,22,63"
"E. Cömert,625000,21,63"
"A. Da Cruz,600000,22,63"
"D. Zibung,150000,35,63"
"Y. De Winter,220000,31,63"
"Borja Llarena,800000,19,63"
"R. Cardozo,290000,30,63"
"Ricardo Almeida,525000,21,63"
"P. Zebli,500000,21,63"
"G. Cooper,575000,22,63"
"M. Maletić,500000,25,63"
"C. Diop,325000,25,63"
"M. Schulze,290000,30,63"
"S. Brisley,300000,28,63"
"N. McGinley,450000,22,63"
"M. Bringaker,550000,22,63"
"E. Gliha,450000,22,63"
"K. Krolicki,525000,22,63"
"K. Kushibiki,400000,26,63"
"N. Delfouneso,375000,28,63"
"S. Foley,325000,32,63"
"P. Hercher,500000,22,63"
"S. Wright,800000,21,63"
"J. Coleman,400000,23,63"
"L. Ngwat Mahop,350000,31,63"
"H. Al Amiri,475000,24,63"
"P. Mako,400000,24,63"
"K. Al Samiri,600000,22,63"
"J. Arak,550000,23,63"
"D. Bohl,425000,24,63"
"Y. Armougom,725000,20,63"
"S. Vega,550000,20,63"
"J. Al-Hazaimeh,350000,27,63"
"Tuta,675000,19,63"
"Pepe Castaño,500000,20,63"
"Guilherme Oliveira,350000,23,63"
"W. Bianda,675000,18,63"
"C. McAleny,475000,26,63"
"L. Mena,425000,24,63"
"J. Bonham,350000,25,63"
"R. Lambe,375000,28,63"
"G. Bolger,290000,30,63"
"I. Huguenet,725000,21,63"
"S. Yajima,475000,25,63"
"G. Sandberg Magnusson,375000,27,63"
"Pedro Mateus,375000,22,63"
"Felipe Soldivia,350000,31,63"
"Shin Chang Moo,450000,26,63"
"Pistu,475000,21,63"
"J. Angulo,550000,22,63"
"J. Baird,500000,23,63"
"W. de la Rosa,475000,26,63"
"S. Amro,290000,29,63"
"M. Rømer,425000,27,63"
"R. Idda,290000,30,63"
"M. Baku,700000,20,63"
"E. Saavedra,,23,63"
"C. Goode,425000,23,63"
"M. Haakenstad,375000,25,63"
"M. Byrne,350000,30,63"
"I. Chenihi,375000,29,63"
"J. Aylagas,400000,22,63"
"L. Daschner,800000,20,63"
"U. Yuvakuran,500000,21,63"
"L. Pavez,270000,30,63"
"T. Gomelt,500000,24,63"
"T. Okubo,260000,29,63"
"T. Mahrer,300000,29,63"
"G. Buckley,475000,25,63"
"J. Quiroga,40000,36,63"
"D. Myrestam,250000,31,63"
"J. van der Werff,725000,20,63"
"G. Soto,400000,25,63"
"F. Herzenbruch,375000,26,63"
"I. Ayala,575000,21,63"
"A. Askar,200000,33,63"
"Lee Jae Myung,350000,27,63"
"S. Pittman,475000,26,63"
"André Luis Neitzke,250000,32,63"
"J. Mulraney,525000,22,63"
"R. Haynes,450000,23,63"
"R. Finn,350000,31,63"
"E. Abouchabaka,750000,18,63"
"Y. Kobayashi,290000,30,63"
"M. Tumminello,800000,20,63"
"F. Brügmann,300000,28,63"
"Y. Benrahou,800000,20,63"
"I. Diallo,450000,22,63"
"Zhao Hejing,140000,33,63"
"S. Eismann,270000,30,63"
"G. Warren,150000,34,63"
"H. Kawabe,500000,23,63"
"K. Ono,300000,29,63"
"D. Telford,600000,22,63"
"A. Eastham,375000,27,63"
"P. Sabbag,675000,21,63"
"I. Louati,500000,25,63"
"W. Suwayyid,270000,31,63"
"C. Melivilú,500000,25,63"
"Miravent,500000,24,63"
"Fornos,550000,22,63"
"A. Al Shamekh,400000,25,63"
"O. Mfulu,475000,24,63"
"Wang Lin,270000,31,63"
"Zhang Xiaofei,80000,36,63"
"Oribe,525000,23,63"
"J. Hofmann,575000,22,63"
"J. Scherzer,400000,23,63"
"A. Iniestra,575000,22,63"
"K. Guthrie,450000,25,63"
"F. Eguelfi,500000,24,63"
"B. Blasi,425000,23,63"
"D. Konstantopoulos,20000,40,63"
"C. Bramall,425000,22,63"
"Y. Diouf,625000,19,63"
"Kim Jin Hyuk,450000,25,63"
"A. Chapman,300000,28,63"
"J. Sudić,350000,28,63"
"J. Bourdouxhe,300000,27,63"
"D. Jones,240000,32,63"
"P. Grazziani,375000,24,63"
"M. Novak,300000,28,63"
"A. Herrera,525000,21,63"
"A. Andersson,300000,28,63"
"B. Baiye,650000,18,63"
"H. Löfkvist,425000,23,63"
"S. Puttkammer,290000,30,63"
"R. Çağıran,425000,24,63"
"D. Bock,500000,24,63"
"F. Marković,400000,27,63"
"L. Sætra,375000,27,63"
"J. Strauß,450000,23,63"
"M. Ridenton,475000,22,63"
"L. Osaki,350000,27,63"
"M. Ambrose,400000,25,63"
"C. Cásseres Jr,750000,19,63"
"V. De Marco,375000,26,63"
"M. Born,500000,24,63"
"T. Salamon,280000,30,63"
"J. Castillo,375000,23,63"
"M. Bähre,575000,23,63"
"E. Andoh,450000,26,63"
"T. Konrad,325000,29,63"
"P. Koch,300000,28,63"
"O. Storflor,120000,39,63"
"J. Gerlach,325000,29,63"
"Maicon Sampinho,400000,27,63"
"W. Nightingale,475000,23,63"
"Adrià Pedrosa,525000,20,63"
"C. Zamudio,525000,20,63"
"A. Zamudio,650000,21,63"
"C. Wighton,650000,21,63"
"Jaime,450000,23,63"
"Jeong Dong Ho,290000,29,63"
"C. Kröpfl,375000,28,63"
"V. Lia,150000,33,63"
"N. Estévez,550000,23,63"
"D. Cleary,500000,22,63"
"E. Gertmonas,450000,22,63"
"B. Gaul,300000,29,63"
"N. Tyson,120000,36,63"
"S. Ambrosius,725000,20,63"
"S. Müller,400000,23,63"
"S. Ring,450000,23,63"
"J. Pigott,500000,25,63"
"K. Mellor,300000,28,63"
"M. Collao,800000,20,63"
"G. Pinto,325000,27,63"
"S. Furtado,400000,24,63"
"M. Kristensen,625000,21,63"
"M. Komenda,475000,22,63"
"Gwon Wan Gyu,350000,27,63"
"F. Ladapo,475000,26,63"
"C. Özkan,575000,19,63"
"I. Diallo,775000,20,63"
"D. Zamora,625000,21,63"
"Jin Taiyan,290000,29,63"
"M. Maroši,350000,25,63"
"Kim Da Sol,290000,30,63"
"F. Kanoute,775000,20,63"
"R. Schmid,750000,19,63"
"B. Vazquez,650000,20,63"
"S. Nelson,450000,23,63"
"J. Muñoz,290000,28,63"
"E. Pezzi,290000,29,63"
"S. Gölles,350000,27,63"
"Jeon Se Jin,625000,19,63"
"H. Jafry,350000,27,63"
"Yoo Hyun,190000,34,63"
"H. Ben Moussa,450000,26,63"
"O. Ndiaye,800000,20,63"
"Guerrero,475000,21,63"
"F. Plach,325000,27,63"
"L. Soares,375000,24,63"
"Gao Di,375000,29,63"
"Roger Figueras,525000,21,63"
"Y. Nogami,375000,27,63"
"J. Gorenc Stanković,550000,23,63"
"A. Gryszkiewicz,500000,19,63"
"E. Calvillo,575000,21,63"
"B. Al Mutairi,290000,28,63"
"M. Andersen,290000,32,63"
"J. McGrath,575000,22,63"
"S. Demetriou,300000,28,63"
"N. Rieble,425000,23,63"
"L. Travis,625000,21,63"
"D. Schmidt,425000,26,63"
"Ruan Teles,550000,21,63"
"M. Fritz,400000,25,63"
"J. Hanson,350000,31,63"
"E. List,675000,21,63"
"C. Højer Nielsen,425000,24,63"
"H. Ishige,500000,24,63"
"R. González,525000,23,63"
"K. Kinoshita,500000,24,63"
"P. Engblom,450000,27,63"
"A. Odabas,425000,25,63"
"J. Lewis,800000,21,63"
"W. Parra,525000,24,63"
"J. Mareš,325000,32,63"
"A. Georgen,700000,20,63"
"O. Abdeldjelil,475000,25,63"
"M. Kiprit,775000,19,63"
"L. Tankulic,425000,27,63"
"Arribas,650000,20,63"
"L. Angol,500000,24,63"
"M. Aceval,80000,36,63"
"S. Suganuma,325000,28,63"
"J. Yeboah,750000,18,63"
"D. Smuga,575000,22,63"
"V. Hammershøj-Mistrati,450000,26,63"
"Sergio Buenacasa,525000,22,63"
"M. Fitzgerald,290000,30,63"
"Valdu Té,550000,21,63"
"R. Serena,550000,22,63"
"B. Niasse,375000,22,63"
"E. Ersu,375000,24,63"
"D. Léon,350000,26,63"
"C. Maloney,400000,23,63"
"S. Hoskins,450000,26,63"
"D. Hancko,500000,21,63"
"P. Mazzocchi,425000,23,63"
"M. Tørnes,210000,33,63"
"D. Hładun,350000,23,63"
"A. Hughes,50000,39,63"
"M. Nielsen,300000,28,63"
"J. Lindberg,375000,29,63"
"J. Medina,500000,24,63"
"S. Gartenmann,525000,22,63"
"J. Ramos,450000,26,63"
"M. Büyüksakarya,400000,23,63"
"M. Bloomfield,180000,35,63"
"S. Bauer,400000,26,63"
"R. Milsom,325000,32,63"
"N. Alho,450000,25,63"
"Kim Dae Won,650000,22,63"
"D. Iversen,525000,21,63"
"J. Bartosz,475000,22,63"
"T. Chorý,525000,24,63"
"Chi Wenyi,240000,31,63"
"O. Batista Meier,725000,18,63"
"G. Sağlam,700000,20,63"
"E. Binaku,450000,23,63"
"L. Hendrie,400000,24,63"
"M. Peškovič,50000,37,63"
"A. Riel,375000,29,63"
"A. Fallatah,425000,24,63"
"P. Slišković,400000,28,63"
"W. Ditta,500000,22,63"
"I. Sayan,475000,25,63"
"J. Fujimoto,190000,34,63"
"L. Legge,150000,33,63"
"I. Sirelius,350000,31,63"
"J. Flores,600000,22,63"
"Elton Monteiro,425000,25,63"
"Jeon Min Gwang,400000,26,63"
"M. Mampala,750000,18,63"
"B. Purrington,425000,22,63"
"L. Olascoaga,325000,27,63"
"S. Gassama,525000,23,63"
"Kenny Rocha Santos,600000,19,63"
"I. Vujica,425000,21,63"
"I. Pomazun,400000,22,63"
"H. Boateng,475000,23,63"
"I. Gelios,325000,26,63"
"L. Pintor,825000,18,63"
"J. Jacobs,650000,21,63"
"N. Pantaleone,375000,26,63"
"A. Affane,475000,25,63"
"M. Sagnan,725000,19,63"
"Edu Cortina,625000,22,63"
"Q. Bena,525000,20,63"
"Rao Weihui,280000,29,63"
"Borja,500000,25,63"
"C. Dobnik,220000,32,63"
"N. Nartey,750000,19,63"
"M. Farfan,500000,20,63"
"M. Chouiar,800000,20,63"
"J. Escobar,240000,31,63"
"K. Ntlhe,400000,25,63"
"Josemi,600000,21,63"
"M. Lüftner,400000,24,63"
"J. Abu Hanna,550000,21,63"
"T. Ünlü,290000,29,63"
"M. Van Damme,350000,25,63"
"J. Parker,400000,28,63"
"E. Massouema,575000,21,63"
"J. Monroy,475000,23,63"
"Q. Braat,500000,21,63"
"C. Stokes,300000,28,63"
"L. Schnellbacher,500000,24,63"
"Julen López,525000,23,63"
"L. Campana,475000,26,63"
"D. Parrett,425000,27,63"
"M. Hvilsom,475000,26,63"
"Kim Hyeon Wook,550000,23,63"
"J. Mucha,90000,36,63"
"P. Green,150000,35,63"
"N. Gotfredsen,280000,30,63"
"Carlos Doncel,550000,22,63"
"P. Lima,350000,28,63"
"M. Zimmer,475000,26,63"
"J. Mosquera,425000,23,63"
"U. Korun,250000,31,63"
"R. Sánchez,375000,24,63"
"B. Roche,50000,36,63"
"Unai Vencedor,725000,18,63"
"E. Sylvestre,750000,19,63"
"T. Eriksson,220000,33,63"
"C. Pain,475000,25,63"
"J. Ruffels,400000,25,63"
"Wu Yan,250000,30,63"
"P. Mráz,240000,32,63"
"M. Perdijić,50000,36,63"
"S. Ito,375000,30,63"
"J. Matuwila,375000,27,63"
"N. Fofana,290000,28,63"
"D. Djulbic,90000,36,63"
"S. Kalajdzic,650000,21,63"
"H. Silveira,500000,25,63"
"M. Jones,350000,31,63"
"C. Kouan,750000,19,63"
"L. Marseiler,550000,22,63"
"Yang Xiaotian,290000,28,63"
"D. Henen,525000,22,63"
"O. Turton,375000,26,63"
"L. Schlüter,375000,26,63"
"Víctor Fernández,800000,20,63"
"A. Jones,550000,21,63"
"Carlos Travisso,150000,35,63"
"Neto,350000,26,63"
"J. Day,300000,28,63"
"S. Hatanaka,425000,23,63"
"Carlos Gracia,425000,25,63"
"G. Lillard,475000,23,63"
"H. Mita,375000,28,63"
"N. Canavan,375000,27,63"
"Wang Yun,150000,35,63"
"L. Broxham,270000,31,63"
"G. Rea,450000,24,63"
"M. Grgic,425000,27,63"
"Na Sang Ho,525000,22,63"
"J. Willock,750000,19,63"
"J. Byrom,325000,32,63"
"S. Tomita,280000,32,63"
"A. Kanno,325000,29,63"
"B. Badibanga,500000,23,63"
"Sander Asevedo,150000,35,63"
"H. Hallberg,600000,21,63"
"D. Vržogić,290000,29,63"
"B. Tabla,800000,19,63"
"D. Gallagher,350000,28,63"
"K. Nagato,500000,24,63"
"C. Rentería,500000,23,63"
"E. Hurtado,400000,28,63"
"J. Hammar,425000,25,63"
"M. Gomes,280000,30,63"
"Kim Min Tae,400000,25,63"
"J. Sellars,525000,23,63"
"Y. Tokunaga,110000,35,63"
"L. Alessandra,375000,30,63"
"Pau Morer,575000,23,63"
"L. Kruspzky,375000,26,63"
"J. Kramer,425000,22,63"
"Murilo Mendes,525000,24,63"
"K. Froese,525000,22,63"
"A. Torralvo,400000,25,63"
"F. Piasecki,475000,23,63"
"C. McGeehan,500000,23,63"
"J. Taylor,400000,27,63"
"D. Da Costa,210000,32,63"
"João Tavares,600000,20,63"
"Woo Chan Yang,550000,21,63"
"A. Reca,425000,23,63"
"V. Bezecourt,500000,25,63"
"Nuno Macedo,425000,19,63"
"R. Hack,800000,20,63"
"A. Iacovitti,425000,21,63"
"P. Malarczyk,350000,27,63"
"S. Mensiro,290000,29,63"
"L. Nilsen,500000,24,63"
"M. Fujita,200000,32,63"
"S. Kashket,550000,23,63"
"N. Mousa,240000,32,63"
"Álex Domínguez,650000,20,63"
"N. Zanellato,625000,20,63"
"Dani Cárdenas,450000,21,63"
"G. Mutombo,475000,23,63"
"B. Whitfield,500000,23,63"
"A. Hoole,450000,25,63"
"S. Beusnard,425000,26,63"
"B. White,525000,23,63"
"J. Buitrago,450000,26,63"
"K. Seki,210000,32,63"
"D. Melnjak,375000,26,63"
"Rulo,525000,23,64"
"L. Crosta,700000,21,64"
"A. Langlitz,375000,28,64"
"O. Khan,625000,22,64"
"C. Missilou,475000,26,64"
"C. Camps,600000,23,64"
"O. Ayık,450000,29,64"
"L. Cacace,675000,18,64"
"V. Tranberg,600000,22,64"
"S. Monaco,450000,26,64"
"T. Craig,180000,33,64"
"D. Parker,675000,22,64"
"M. Diakota,475000,28,64"
"J. Murillo,425000,27,64"
"H. Bwana,875000,21,64"
"P. Bajza,375000,27,64"
"S. Odey,1000000,21,64"
"K. Tezuka,500000,22,64"
"H. Lopes,450000,27,64"
"K. Bielik,900000,21,64"
"P. McGinn,375000,28,64"
"B. Gartland,300000,32,64"
"A. Özer,400000,26,64"
"P. Cowan-Hall,475000,28,64"
"A. Foosnæs,500000,24,64"
"M. Osei Kwadwo,675000,23,64"
"Kikas,725000,20,64"
"F. Coniglio,550000,27,64"
"J. Basulto,475000,27,64"
"D. Oberhauser,375000,28,64"
"B. Hansen,500000,25,64"
"A. Jakubech,600000,22,64"
"L. Zuta,450000,26,64"
"S. Rafn,425000,27,64"
"A. Crofts,220000,34,64"
"M. Rasmussen,700000,21,64"
"L. Zima,400000,25,64"
"Kang Ji Hoon,625000,22,64"
"K. Lankford,775000,20,64"
"S. Cummings,350000,30,64"
"Borja Fernández,675000,23,64"
"Fan Xiaodong,375000,32,64"
"S. Rhein,675000,20,64"
"M. Savković,525000,26,64"
"M. Sepúlveda,825000,19,64"
"T. Abe,425000,31,64"
"Diogo Silva,400000,25,64"
"T. Oude Kotte,525000,22,64"
"G. Ávalos,475000,28,64"
"J. Horsfield,500000,23,64"
"A. Kellett,550000,25,64"
"F. Helstrup,500000,25,64"
"S. Yesil,625000,24,64"
"M. Howard,270000,32,64"
"A. Castro-Montes,575000,21,64"
"Ricardo Schutte,700000,20,64"
"D. Guidi,575000,23,64"
"J. Candía,,22,64"
"F. Ayaz,625000,24,64"
"C. Pérez,260000,33,64"
"T. Eastman,450000,27,64"
"A. MacDonald,450000,28,64"
"N. Al Mousa,425000,28,64"
"C. McCormack,375000,28,64"
"Song Bum Keun,600000,21,64"
"R. Becker,625000,22,64"
"A. Legzdins,270000,32,64"
"V. Sanogo,625000,23,64"
"J. Forte,400000,32,64"
"D. Londoño,525000,24,64"
"S. Vecchia,600000,24,64"
"O. Lancashire,350000,30,64"
"J. Beyer,825000,18,64"
"N. Rnić,180000,34,64"
"C. Patterson-Sewell,270000,31,64"
"D. Yearwood,925000,19,64"
"M. Greve,600000,24,64"
"J. Guillemenot,675000,21,64"
"M. Sans,325000,30,64"
"K. Behrens,475000,28,64"
"J. Laurent,575000,23,64"
"F. Downes,950000,20,64"
"D. Crnigoj,700000,23,64"
"A. Razak,550000,26,64"
"J. Riquett,425000,28,64"
"J. Al Bishi,300000,31,64"
"M. Boman,450000,30,64"
"B. Reeves,475000,27,64"
"A. Uribe,475000,28,64"
"L. Riveros,675000,20,64"
"S. Mai,500000,25,64"
"S. Kobayashi,475000,27,64"
"B. Kamau,600000,23,64"
"T. Kortegaard,170000,34,64"
"Cho Ji Hun,450000,28,64"
"G. Ivanov,,30,64"
"B. Pintol,475000,28,64"
"J. O'Toole,450000,30,64"
"S. Haudum,475000,24,64"
"R. Williams,625000,24,64"
"J. Carbonero,925000,19,64"
"F. Portillo,425000,31,64"
"J. Roberts,625000,25,64"
"Moi Delgado,525000,24,64"
"M. Duke,475000,28,64"
"G. Klok,375000,28,64"
"N. Pierini,975000,20,64"
"F. Dimarco,675000,21,64"
"B. Magaña,400000,25,64"
"Hwang Soon Min,475000,28,64"
"D. Eckert,775000,22,64"
"C. Pym,425000,23,64"
"O. Abildgaard,675000,22,64"
"R. Kongolo,675000,21,64"
"J. Bolton,500000,24,64"
"R. Cota,625000,23,64"
"I. Coulibaly,450000,29,64"
"K. Morris,600000,24,64"
"R. Müller,300000,32,64"
"H. Cochrane,875000,17,64"
"T. Handwerker,725000,20,64"
"Adri Castellano,525000,24,64"
"E. Valencia,725000,22,64"
"L. Andrenacci,425000,24,64"
"Ahn Yong Woo,475000,27,64"
"R. König,210000,35,64"
"D. Wayar,,25,64"
"J. Thomasen,725000,22,64"
"A. Al Fahad,475000,24,64"
"Cho Dong Gun,350000,32,64"
"Tong Le,550000,25,64"
"N. Gouriye,475000,28,64"
"D. Undav,650000,22,64"
"M. Palionis,300000,31,64"
"D. Avounou,850000,21,64"
"M. Marcjanik,575000,24,64"
"S. Karadeniz,625000,22,64"
"S. Henriksen,400000,27,64"
"T. Vion,550000,25,64"
"H. Amin,425000,27,64"
"S. Lorenz,575000,21,64"
"J. Varela,650000,21,64"
"B. Jacobsen,575000,25,64"
"Kim Nam Chun,400000,29,64"
"V. Davidsen,425000,27,64"
"M. Hoedemakers,775000,21,64"
"H. Onaga,600000,24,64"
"Miguel,950000,19,64"
"K. Baccus,575000,20,64"
"Álex Craninx,500000,23,64"
"M. Verreth,725000,21,64"
"A. Muric,800000,20,64"
"N. Castrillón,575000,23,64"
"Kim Dong Woo,325000,31,64"
"J. Nilsen,500000,27,64"
"K. Debaty,350000,29,64"
"A. Accardi,575000,23,64"
"Jin YangYang,500000,26,64"
"B. Karamoko,550000,23,64"
"O. Kocuk,525000,23,64"
"B. Ndoye,500000,24,64"
"A. Cadavid,400000,27,64"
"J. Davidson,425000,27,64"
"L. Ferroni,575000,23,64"
"C. Hamilton,575000,23,64"
"R. Riski,450000,29,64"
"A. Wiss,450000,28,64"
"N. Atkinson,750000,19,64"
"F. Grahl,525000,27,64"
"A. Danladi,675000,23,64"
"Diga,600000,20,64"
"M. Ali,600000,21,64"
"D. Luxbacher,550000,26,64"
"L. Kinsella,625000,23,64"
"P. Golubović,500000,24,64"
"E. Mastrolía,400000,27,64"
"M. Crooks,575000,25,64"
"Borja Garcés,950000,19,64"
"R. Takeuchi,475000,28,64"
"A. Al Dohaim,500000,25,64"
"R. González,575000,25,64"
"M. Musaka,475000,28,64"
"João Lopes,450000,23,64"
"Z. Udovičić,425000,31,64"
"C. Saldaña,700000,19,64"
"D. van Crooij,375000,27,64"
"Y. Kawai,450000,29,64"
"A. Peralta,450000,30,64"
"Han Yong Su,425000,28,64"
"T. Bayliss,950000,19,64"
"O. Çelik,450000,27,64"
"M. Derrien,550000,25,64"
"N. Ajose,500000,27,64"
"João Mendes,600000,24,64"
"M. Ortíz,625000,24,64"
"G. Berterame,975000,20,64"
"J. Bellegarde,775000,20,64"
"K. Itakura,575000,22,64"
"M. Yaghoubi,,24,64"
"M. Pfitzner,180000,34,64"
"M. Gustafsson,425000,30,64"
"Kwak Kwang Sun,260000,32,64"
"O. Kittner,325000,31,64"
"T. Inukai,475000,25,64"
"T. Figueroa,775000,19,64"
"F. Román,600000,23,64"
"M. Bundu,675000,22,64"
"E. Israelsson,450000,30,64"
"C. Ngonge,950000,18,64"
"Sergio Moreno,850000,20,64"
"R. Swete,375000,28,64"
"A. Ingegneri,475000,27,64"
"J. White,300000,32,64"
"D. Collins,60000,38,64"
"R. McDonald,475000,26,64"
"A. Martin,375000,29,64"
"Miguel Tavares,700000,20,64"
"D. Mihailovic,850000,20,64"
"Kim Won Sik,450000,27,64"
"G. Wylde,475000,27,64"
"José Mena,650000,20,64"
"L. Del Pinto,450000,28,64"
"M. Dabo,300000,32,64"
"A. Rabillard,675000,23,64"
"J. Jönsson,140000,35,64"
"Vitinho,825000,19,64"
"R. Aabid,475000,27,64"
"R. Thellufsen,725000,22,64"
"R. Moriwaki,260000,32,64"
"S. Macías,675000,22,64"
"A. Kanté,625000,24,64"
"S. Brown,270000,33,64"
"M. Schwabl,375000,28,64"
"S. Wamangituka,950000,19,64"
"J. Green,600000,24,64"
"R. Harakawa,600000,25,64"
"A. Taoui,700000,17,64"
"J. Pérez,350000,29,64"
"L. Santelices,260000,33,64"
"V. Bondarenko,525000,25,64"
"K. Roberts,650000,21,64"
"A. Peña,675000,23,64"
"R. Sandberg,375000,28,64"
"J. Palacios,600000,24,64"
